iter	Logloss
317	0.1216678547
318	0.1213672744
319	0.1209574943
320	0.1207791925
321	0.1203921286
322	0.1201550781
323	0.1199262003
324	0.1196204535
325	0.1194392752
326	0.1192697259
327	0.1191313641
328	0.1189750912
329	0.1187221218
330	0.1185264079
331	0.1183540873
332	0.1180588415
333	0.117871015
334	0.1175352817
335	0.1174098806
336	0.1171371438
337	0.1169711386
338	0.1168028016
339	0.11659481
340	0.1163949413
341	0.1160173709
342	0.1157208733
343	0.1153962698
344	0.1152255571
345	0.1149367629
346	0.1147689255
347	0.1145058464
348	0.1141885648
349	0.1140043976
350	0.1137921591
351	0.1135099246
352	0.1133841347
353	0.1130358832
354	0.1128923533
355	0.1126435526
356	0.1124443197
357	0.1120965828
358	0.1118189415
359	0.1116194979
360	0.11126824
361	0.1109482106
362	0.110673674
363	0.1105284017
364	0.1101524703
365	0.1099509053
366	0.1097897442
367	0.1095970126
368	0.1092606692
369	0.1089514022
370	0.108672867
371	0.1084447866
372	0.1083136284
373	0.1080638654
374	0.1078276844
375	0.1074976656
376	0.1073259765
377	0.1070392675
378	0.1067197936
379	0.1063479613
380	0.1062602544
381	0.105990596
382	0.1056723816
383	0.1055289952
384	0.1053660535
385	0.1052411716
386	0.105082346
387	0.1048560544
388	0.1045116543
389	0.1043517523
390	0.1041698637
391	0.1039972308
392	0.1038698147
393	0.1037228493
394	0.1035066776
395	0.1032038614
396	0.1030742349
397	0.1029024712
398	0.1027229063
399	0.1026037707
400	0.1024461082
401	0.1022033556
402	0.1020934129
403	0.1019011775
404	0.1016427609
405	0.1013698472
406	0.1011557885
407	0.1009760039
408	0.1007391936
409	0.1004781209
410	0.1002224756
411	0.1000021563
412	0.09983934865
413	0.09968450834
414	0.09942270231
415	0.09923637866
416	0.09898905364
417	0.09878006082
418	0.09868828721
419	0.09855680489
420	0.09842745196
421	0.09830203872
422	0.09818333318
423	0.09803585557
424	0.09782525475
425	0.09754897569
426	0.09738372426
427	0.09720722322
428	0.09711514669
429	0.09701824219
430	0.0968732525
431	0.09666501229
432	0.09658564553
433	0.09637070124
434	0.09621930369
435	0.09602710907
436	0.09576532345
437	0.09566010643
438	0.09553260837
439	0.09531967986
440	0.09511856356
441	0.09500892297
442	0.09490849559
443	0.0948476109
444	0.09466739246
445	0.09450602031
446	0.09437577373
447	0.09402162375
448	0.09385100252
449	0.0937461731
450	0.09353218829
451	0.09339334718
452	0.09320661398
453	0.09302780801
454	0.09281972834
455	0.0926201052
456	0.09253860678
457	0.0923379019
458	0.09212348863
459	0.09193739999
460	0.09178749476
461	0.09165063714
462	0.09148507709
463	0.09131048612
464	0.09106354209
465	0.09087860127
466	0.0906236682
467	0.09046049517
468	0.09027553334
469	0.09012697078
470	0.09003277251
471	0.08993331407
472	0.08977370625
473	0.0896424097
474	0.08953607779
475	0.08933675543
476	0.08916541681
477	0.08910537703
478	0.0890198216
479	0.08883987681
480	0.08873751579
481	0.08856427593
482	0.08844415387
483	0.08833183781
484	0.08821317455
485	0.08807566327
486	0.0878917548
487	0.08775834526
488	0.08759108118
489	0.0873882248
490	0.08719338098
491	0.08703465729
492	0.08690784965
493	0.08680021986
494	0.0866653457
495	0.08648058094
496	0.08638508935
497	0.08623950899
498	0.08604902693
499	0.08591425807
500	0.08582658842
501	0.08574103829
502	0.08563968925
503	0.08553908975
504	0.08542718883
505	0.08522271824
506	0.08509963198
507	0.08496058441
508	0.08477547565
509	0.08467540125
510	0.08458751225
511	0.08435709634
512	0.08414458246
513	0.08401646039
514	0.08387181132
515	0.08369957715
516	0.08348918059
517	0.08336259915
518	0.08315570628
519	0.08305005028
520	0.08286632274
521	0.08272644526
522	0.08259534951
523	0.08244765432
524	0.08237175019
525	0.08218936383
526	0.08205677211
527	0.08189174004
528	0.08177317928
529	0.08166898823
530	0.08151325036
531	0.08144030854
532	0.08129204981
533	0.08117496844
534	0.08097051045
535	0.08083827402
536	0.08064081417
537	0.08055878246
538	0.08034643612
539	0.08017835857
540	0.08012531393
541	0.0800402803
542	0.07984307801
543	0.07978138827
544	0.07962965625
545	0.07950389382
546	0.07939087498
547	0.0792695363
548	0.07918074867
549	0.07911170505
550	0.07904484803
551	0.07890241529
552	0.07885958041
553	0.07869498774
554	0.07860084663
555	0.0785262297
556	0.07838098105
557	0.07824781109
558	0.07803306952
559	0.07790791245
560	0.07781437426
561	0.07768148351
562	0.07750532624
563	0.07742396144
564	0.07729228998
565	0.07714152576
566	0.07705555742
567	0.07698702841
568	0.07685077119
569	0.07673665014
570	0.07659119062
571	0.07649852574
572	0.07637833618
573	0.07628435348
574	0.07615460854
575	0.07605105061
576	0.07598238784
577	0.07587801123
578	0.07574742544
579	0.07563945647
580	0.07553862155
581	0.07543093275
582	0.07534458789
583	0.07523318549
584	0.0751180647
585	0.07500748106
586	0.07494660438
587	0.07480627291
588	0.07472617254
589	0.07462957917
590	0.07452607084
591	0.07441859878
592	0.07431921273
593	0.07423514322
594	0.07414911319
595	0.0740556818
596	0.07399432226
597	0.07393734793
598	0.07385982305
599	0.07371558164
600	0.07358164738
601	0.07349735615
602	0.07341745164
603	0.07328984871
604	0.07316553972
605	0.07307722811
606	0.07299352342
607	0.07286124403
608	0.07276164422
609	0.07269813475
610	0.07259259385
611	0.0725293542
612	0.07244469099
613	0.07239884496
614	0.07232836976
615	0.07220730807
616	0.0720349662
617	0.07192311821
618	0.07180966907
619	0.07166670508
620	0.07158226635
621	0.07142286555
622	0.0713055871
623	0.07126108154
624	0.0711978992
625	0.07111781407
626	0.0710309485
627	0.0709883048
628	0.07088123205
629	0.07079542019
630	0.07070893099
631	0.07060676174
632	0.07050856463
633	0.07039255564
634	0.07035547432
635	0.07030787979
636	0.07027084073
637	0.07017471369
638	0.07007878367
639	0.06997876746
640	0.06986051691
641	0.06977943746
642	0.0696351653
643	0.06958237962
644	0.06949266861
645	0.0693683874
646	0.0692962734
647	0.06920081337
648	0.06913433575
649	0.06902976759
650	0.06898895064
651	0.06887845631
652	0.06881638551
653	0.06868222878
654	0.06861083317
655	0.06854466805
656	0.06843313159
657	0.06830532807
658	0.068224946
659	0.06815245981
660	0.06807279872
661	0.06797938037
662	0.06793568532
663	0.06785641444
664	0.06780671542
665	0.06767264635
666	0.06755513277
667	0.06745320406
668	0.06742575151
669	0.06729483804
670	0.06718913546
671	0.06710332199
672	0.06704978447
673	0.06701648433
674	0.06695187939
675	0.06688690232
676	0.06680526378
677	0.06672100344
678	0.06662211615
679	0.06653313953
680	0.06647285775
681	0.06641878221
682	0.0662737757
683	0.06621515571
684	0.06609015305
685	0.0659787994
686	0.06588977477
687	0.06582563547
688	0.06573558332
689	0.06567428121
690	0.06558234092
691	0.06546969811
692	0.0654044232
693	0.065294681
694	0.06522170049
695	0.06515710094
696	0.06505150166
697	0.06497464128
698	0.0649539816
699	0.06480081804
700	0.06471757361
701	0.06461593484
702	0.06457412932
703	0.06451625586
704	0.06438289214
705	0.06434433632
706	0.06425141075
707	0.06421591792
708	0.06415527736
709	0.0641034588
710	0.064048705
711	0.06393313899
712	0.06384321615
713	0.06377387273
714	0.06370325913
715	0.06356045755
716	0.06349120602
717	0.06341189658
718	0.06335480893
719	0.06324387822
720	0.06318421889
721	0.06311765125
722	0.06306249993
723	0.06299512731
724	0.06294025469
725	0.06289090234
726	0.06279832767
727	0.06269955224
728	0.0626426112
729	0.06257493701
730	0.06252043316
731	0.0624540084
732	0.06239490984
733	0.06236291552
734	0.06227097602
735	0.06218139754
736	0.06212207715
737	0.06203294483
738	0.06197437078
739	0.06192377151
740	0.06185539388
741	0.06179474919
742	0.0617368843
743	0.06160972056
744	0.06149452354
745	0.06139616476
746	0.06135151481
747	0.06128170625
748	0.06123730348
749	0.06118176991
750	0.06113428259
751	0.06102034147
752	0.06094726424
753	0.06088839598
754	0.06082379544
755	0.06074610221
756	0.06067854704
757	0.0606413086
758	0.06058962541
759	0.06055237522
760	0.06052479661
761	0.06044545469
762	0.06038751382
763	0.06032053652
764	0.06024812575
765	0.06018040336
766	0.06010391722
767	0.06004101733
768	0.05998624714
769	0.05993188595
770	0.05987706851
771	0.05978259711
772	0.05972920671
773	0.05966540275
774	0.05958499852
775	0.05952237274
776	0.05946807093
777	0.05941693248
778	0.05934152579
779	0.05928592803
780	0.05924441979
781	0.05918135743
782	0.05913481467
783	0.05906129851
784	0.05901271202
785	0.05895152521
786	0.05891057845
787	0.05886829811
788	0.05880204405
789	0.05875667764
790	0.05871160599
791	0.05865026745
792	0.05860729596
793	0.05857134692
794	0.0584980019
795	0.05845788554
796	0.05840123455
797	0.05833772778
798	0.0583021786
799	0.05825601925
800	0.05820675525
801	0.05813664981
802	0.05808163578
803	0.05804560407
804	0.05802536657
805	0.05797165348
806	0.05793809189
807	0.05787077466
808	0.05782353195
809	0.05776991442
810	0.0577064382
811	0.05763287236
812	0.05757507466
813	0.05751156825
814	0.0574679242
815	0.05743104605
816	0.05738514087
817	0.05731754033
818	0.05727844063
819	0.05722852639
820	0.05717191337
821	0.05712179498
822	0.05707887919
823	0.05702965456
824	0.05697903684
825	0.0569232267
826	0.05686857729
827	0.05681401008
828	0.05676455492
829	0.05672730604
830	0.05667486276
831	0.05662473928
832	0.05657661843
833	0.05652392967
834	0.05648927803
835	0.05643954655
836	0.05639768929
837	0.05636177028
838	0.05631447115
839	0.05626269163
840	0.05622251299
841	0.05617579236
842	0.05614092682
843	0.05609044908
844	0.05605140917
845	0.05601888455
846	0.0560005896
847	0.05595132914
848	0.05589840143
849	0.05583711953
850	0.05578578403
851	0.05573844229
852	0.05569989982
853	0.05565097411
854	0.05561505298
855	0.05556947572
856	0.05552751226
857	0.05550624087
858	0.05546510884
859	0.05542001617
860	0.05538061161
861	0.05531345283
862	0.05528179728
863	0.05523727781
864	0.05519026965
865	0.05515079712
866	0.05511742535
867	0.05507051875
868	0.05502792071
869	0.05499130876
870	0.05494797444
871	0.05489857155
872	0.05485485135
873	0.05482426087
874	0.05478165928
875	0.05474633673
876	0.05471573101
877	0.05467110135
878	0.05464077362
879	0.05459889347
880	0.05456998767
881	0.05453570432
882	0.05450655529
883	0.05446626265
884	0.05442784783
885	0.05438882835
886	0.05434917251
887	0.05431036026
888	0.05426823996
889	0.05424129246
890	0.05420622205
891	0.05417353577
892	0.0541363338
893	0.05409719358
894	0.05406009375
895	0.05403203765
896	0.0540007375
897	0.05394977509
898	0.05391360864
899	0.05388208315
900	0.05383490759
901	0.05380749263
902	0.05377287265
903	0.0537323164
904	0.0537051773
905	0.05367883659
906	0.05364287554
907	0.05361238547
908	0.05357709142
909	0.05354221766
910	0.05352171607
911	0.05347780453
912	0.05345790579
913	0.05341925242
914	0.05338050724
915	0.05335726526
916	0.05333129494
917	0.05330663635
918	0.05327340504
919	0.05324163932
920	0.05320732272
921	0.05318768135
922	0.05315585748
923	0.05313291481
924	0.05311036055
925	0.05309124179
926	0.0530627469
927	0.0530375987
928	0.05302106193
929	0.05298862102
930	0.0529676349
931	0.05293622489
932	0.05291178387
933	0.05287868823
934	0.05285980807
935	0.05283901123
936	0.05280565811
937	0.05278402498
938	0.05276150934
939	0.0527357247
940	0.05271383088
941	0.05266677179
942	0.05263153849
943	0.05260859246
944	0.05257618315
945	0.05254427037
946	0.0525127907
947	0.05250006655
948	0.05246831093
949	0.05243809772
950	0.05239157666
951	0.05236543711
952	0.05234361872
953	0.05231790925
954	0.0522727923
955	0.05224261781
956	0.05220294344
957	0.0521783496
958	0.05214949116
959	0.05212108303
960	0.05209652786
961	0.05207162883
962	0.05204283383
963	0.05202067497
964	0.05199969497
965	0.05197219793
966	0.05193540414
967	0.05191209579
968	0.05189288068
969	0.05187354556
970	0.05185001045
971	0.05182271659
972	0.05178722769
973	0.05176145372
974	0.05173464929
975	0.05171202846
976	0.0516863013
977	0.05166785312
978	0.05165125658
979	0.0516235552
980	0.05160380383
981	0.05158656778
982	0.05156450854
983	0.05153893055
984	0.05151306314
985	0.05149385385
986	0.05146860257
987	0.05144837401
988	0.05142111896
989	0.05138997383
990	0.05137101965
991	0.05135188582
992	0.05133066661
993	0.05130315928
994	0.05127481009
995	0.05125352757
996	0.05123873789
997	0.05122036802
998	0.05118935249
999	0.05117248527
