iter	Passed	Remaining
368	872	1492
369	875	1490
370	877	1488
371	880	1486
372	883	1485
373	885	1482
374	887	1479
375	890	1477
376	892	1474
377	894	1471
378	896	1469
379	898	1466
380	900	1463
381	902	1459
382	903	1455
383	905	1452
384	906	1448
385	909	1447
386	911	1444
387	914	1442
388	916	1440
389	919	1438
390	921	1435
391	924	1434
392	926	1430
393	928	1427
394	930	1425
395	933	1423
396	935	1420
397	938	1418
398	940	1416
399	942	1414
400	945	1412
401	950	1413
402	954	1413
403	957	1412
404	960	1410
405	964	1411
406	968	1410
407	971	1409
408	974	1408
409	977	1406
410	978	1402
411	981	1401
412	983	1397
413	985	1394
414	986	1390
415	988	1388
416	990	1385
417	992	1382
418	994	1378
419	996	1376
420	999	1374
421	1001	1372
422	1003	1369
423	1006	1366
424	1009	1365
425	1011	1362
426	1014	1360
427	1016	1358
428	1018	1355
429	1020	1352
430	1023	1350
431	1025	1347
432	1027	1344
433	1029	1342
434	1031	1340
435	1034	1337
436	1036	1335
437	1039	1333
438	1041	1331
439	1043	1328
440	1046	1326
441	1048	1323
442	1050	1321
443	1053	1319
444	1055	1316
445	1057	1313
446	1059	1311
447	1061	1308
448	1063	1305
449	1065	1302
450	1067	1299
451	1069	1296
452	1071	1293
453	1072	1290
454	1074	1287
455	1077	1285
456	1079	1283
457	1081	1280
458	1084	1277
459	1086	1275
460	1088	1272
461	1089	1269
462	1092	1266
463	1093	1263
464	1095	1260
465	1097	1258
466	1099	1254
467	1100	1251
468	1102	1248
469	1104	1246
470	1106	1242
471	1108	1239
472	1110	1237
473	1112	1234
474	1114	1232
475	1117	1229
476	1119	1227
477	1121	1224
478	1123	1221
479	1125	1219
480	1127	1216
481	1129	1214
482	1132	1212
483	1135	1210
484	1137	1207
485	1139	1205
486	1141	1202
487	1144	1200
488	1146	1198
489	1148	1195
490	1150	1193
491	1153	1190
492	1156	1189
493	1158	1186
494	1161	1184
495	1162	1181
496	1165	1179
497	1167	1177
498	1170	1174
499	1173	1173
500	1175	1170
501	1177	1168
502	1179	1165
503	1181	1163
504	1183	1160
505	1185	1157
506	1188	1155
507	1189	1152
508	1191	1149
509	1192	1146
510	1194	1143
511	1196	1140
512	1197	1137
513	1199	1134
514	1201	1131
515	1203	1128
516	1205	1126
517	1208	1124
518	1210	1122
519	1212	1119
520	1215	1117
521	1218	1115
522	1221	1113
523	1223	1111
524	1225	1108
525	1227	1106
526	1229	1103
527	1232	1101
528	1234	1098
529	1235	1096
530	1238	1094
531	1241	1091
532	1244	1090
533	1247	1088
534	1250	1086
535	1252	1083
536	1255	1082
537	1257	1080
538	1260	1078
539	1262	1075
540	1264	1072
541	1266	1069
542	1268	1067
543	1270	1065
544	1281	1069
545	1284	1067
546	1286	1065
547	1288	1062
548	1291	1060
549	1293	1058
550	1295	1055
551	1296	1052
552	1298	1049
553	1300	1046
554	1301	1043
555	1303	1041
556	1305	1038
557	1307	1036
558	1309	1033
559	1311	1030
560	1313	1027
561	1315	1025
562	1318	1023
563	1320	1021
564	1322	1018
565	1324	1015
566	1327	1013
567	1329	1011
568	1331	1008
569	1333	1006
570	1335	1003
571	1337	1001
572	1339	998
573	1341	995
574	1344	993
575	1347	991
576	1349	989
577	1351	986
578	1354	984
579	1357	982
580	1359	980
581	1361	977
582	1362	974
583	1364	971
584	1367	969
585	1369	967
586	1372	965
587	1375	963
588	1377	961
589	1380	958
590	1381	956
591	1384	953
592	1386	951
593	1387	948
594	1389	945
595	1391	943
596	1393	940
597	1395	938
598	1397	935
599	1399	932
600	1400	929
601	1402	927
602	1403	924
603	1405	921
604	1407	918
605	1408	915
606	1410	913
607	1412	910
608	1414	908
609	1416	905
610	1418	902
611	1420	900
612	1422	897
613	1424	895
614	1426	892
615	1428	890
616	1430	888
617	1433	886
618	1436	884
619	1439	881
620	1440	879
621	1442	876
622	1444	874
623	1446	871
624	1448	869
625	1450	866
626	1452	864
627	1454	861
628	1456	859
629	1458	856
630	1460	854
631	1463	852
632	1466	850
633	1468	847
634	1470	845
635	1471	842
636	1473	839
637	1475	837
638	1478	835
639	1480	832
640	1482	830
641	1485	828
642	1487	826
643	1489	823
644	1491	821
645	1493	818
646	1495	816
647	1497	813
648	1499	810
649	1500	808
650	1502	805
651	1504	802
652	1505	800
653	1508	798
654	1510	795
655	1512	793
656	1514	790
657	1516	788
658	1518	785
659	1521	783
660	1523	781
661	1526	779
662	1529	777
663	1530	774
664	1533	772
665	1535	769
666	1537	767
667	1538	764
668	1540	762
669	1542	759
670	1543	757
671	1545	754
672	1547	751
673	1548	749
674	1551	746
675	1553	744
676	1554	741
677	1556	739
678	1559	737
679	1561	734
680	1563	732
681	1565	729
682	1567	727
683	1568	724
684	1570	722
685	1571	719
686	1573	716
687	1575	714
688	1577	711
689	1579	709
690	1581	707
691	1583	704
692	1586	702
693	1588	700
694	1590	697
695	1592	695
696	1593	692
697	1595	690
698	1597	687
699	1598	685
700	1600	682
701	1602	680
702	1603	677
703	1605	675
704	1607	672
705	1608	670
706	1610	667
707	1612	664
708	1613	662
709	1615	659
710	1616	657
711	1618	654
712	1620	652
713	1621	649
714	1624	647
715	1626	645
716	1628	642
717	1630	640
718	1632	637
719	1633	635
720	1635	632
721	1637	630
722	1639	627
723	1641	625
724	1643	623
725	1644	620
726	1646	618
727	1648	615
728	1650	613
729	1651	610
730	1653	608
731	1654	605
732	1657	603
733	1658	601
734	1660	598
735	1661	596
736	1663	593
737	1666	591
738	1669	589
739	1670	587
740	1673	584
741	1674	582
742	1676	579
743	1678	577
744	1680	575
745	1681	572
746	1683	570
747	1684	567
748	1686	565
749	1688	562
750	1690	560
751	1691	557
752	1693	555
753	1695	553
754	1696	550
755	1698	548
756	1700	545
757	1702	543
758	1703	540
759	1705	538
760	1707	536
761	1709	533
762	1710	531
763	1712	528
764	1714	526
765	1715	524
766	1717	521
767	1719	519
768	1721	517
769	1724	514
770	1725	512
771	1727	510
772	1729	507
773	1731	505
774	1733	503
775	1735	500
776	1737	498
777	1740	496
778	1743	494
779	1746	492
780	1749	490
781	1752	488
782	1755	486
783	1756	483
784	1759	481
785	1760	479
786	1763	477
787	1765	474
788	1766	472
789	1768	470
790	1770	467
791	1772	465
792	1773	463
793	1776	460
794	1777	458
795	1780	456
796	1783	454
797	1785	451
798	1787	449
799	1790	447
800	1793	445
801	1795	443
802	1798	441
803	1801	439
804	1804	437
805	1807	434
806	1810	432
807	1813	430
808	1815	428
809	1817	426
810	1820	424
811	1823	422
812	1826	420
813	1830	418
814	1832	416
815	1836	414
816	1839	412
817	1843	410
818	1847	408
819	1852	406
820	1858	405
821	1862	403
822	1867	401
823	1872	399
824	1876	397
825	1879	396
826	1883	394
827	1886	391
828	1891	390
829	1895	388
830	1902	386
831	1906	385
832	1910	382
833	1913	380
834	1917	378
835	1920	376
836	1923	374
837	1925	372
838	1928	370
839	1931	367
840	1934	365
841	1937	363
842	1941	361
843	1944	359
844	1950	357
845	1955	355
846	1960	354
847	1965	352
848	1970	350
849	1974	348
850	1979	346
851	1985	344
852	1989	342
853	1994	341
854	1998	338
855	2003	337
856	2007	334
857	2011	332
858	2015	330
859	2021	329
860	2026	327
861	2029	324
862	2033	322
863	2035	320
864	2038	318
865	2040	315
866	2043	313
867	2046	311
868	2050	309
869	2054	306
870	2059	304
871	2062	302
872	2067	300
873	2070	298
874	2073	296
875	2076	293
876	2079	291
877	2082	289
878	2088	287
879	2092	285
880	2096	283
881	2100	280
882	2104	278
883	2109	276
884	2113	274
885	2117	272
886	2122	270
887	2125	268
888	2130	265
889	2134	263
890	2136	261
891	2139	259
892	2143	256
893	2147	254
894	2150	252
895	2153	249
896	2157	247
897	2160	245
898	2165	243
899	2169	241
900	2173	238
901	2177	236
902	2182	234
903	2186	232
904	2191	230
905	2195	227
906	2200	225
907	2204	223
908	2208	221
909	2212	218
910	2216	216
911	2221	214
912	2226	212
913	2230	209
914	2234	207
915	2237	205
916	2241	202
917	2243	200
918	2246	198
919	2250	195
920	2255	193
921	2260	191
922	2263	188
923	2267	186
924	2269	184
925	2274	181
926	2278	179
927	2283	177
928	2288	174
929	2292	172
930	2297	170
931	2300	167
932	2304	165
933	2308	163
934	2312	160
935	2315	158
936	2319	155
937	2324	153
938	2329	151
939	2333	148
940	2338	146
941	2343	144
942	2348	141
943	2353	139
944	2356	137
945	2359	134
946	2362	132
947	2367	129
948	2371	127
949	2374	124
950	2377	122
951	2381	120
952	2385	117
953	2388	115
954	2392	112
955	2397	110
956	2401	107
957	2406	105
958	2411	103
959	2415	100
960	2419	98
961	2423	95
962	2428	93
963	2433	90
964	2435	88
965	2439	85
966	2445	83
967	2447	80
968	2451	78
969	2457	75
970	2463	73
971	2468	71
972	2471	68
973	2476	66
974	2480	63
975	2482	61
976	2487	58
977	2493	56
978	2498	53
979	2502	51
980	2505	48
981	2509	46
982	2512	43
983	2517	40
984	2522	38
985	2526	35
986	2529	33
987	2532	30
988	2535	28
989	2538	25
990	2541	23
991	2543	20
992	2546	17
993	2550	15
994	2555	12
995	2560	10
996	2563	7
997	2566	5
998	2569	2
999	2573	0
