,P3a_Delta_Novel_similarity_spatial,P3a_Delta_Novel_similarity_locationLR,P3a_Delta_Novel_similarity_locationPA,P3a_Delta_Novel_similarity_timing,P3a_Delta_Novel_similarity_amplitude,P3a_Delta_Novel_matchScore,P3a_Delta_Novel_attr_timeMSfromTriger,P3a_Delta_Novel_attr_leftRight,P3a_Delta_Novel_attr_posteriorAnterior,P3a_Delta_Novel_attr_amplitude,P3a_Delta_Novel_attr_logAmp,P3a_Delta_Novel_attr_GFP,P3a_Delta_Novel_attr_logGFP,P3a_Delta_Novel_attr_CenterOfMassTimeMSfromTriger,P3a_Delta_Novel_attr_CenterOfMassLR,P3a_Delta_Novel_attr_CenterOfMassPA,P3a_Delta_Novel_attr_inverseTimeMSfromTriger,P3a_Delta_Novel_attr_tStart_peakChannel_MSfromTriger,P3a_Delta_Novel_attr_tStart_Average_MSfromTriger,P3a_Delta_Novel_attr_interpolatedPeakTime_MS,P3a_Delta_Novel_attr_peakERPv_broudBand,P3a_Delta_Novel_attr_peakERPv,P3a_Delta_Novel_attr_capsuleERPv_broudBand,P3a_Delta_Novel_attr_capsuleERPv,P3a_Delta_Novel_similarity_GFP,P3a_Delta_Novel_similarity_tStart_peakChannel,P3a_Delta_Novel_similarity_tStart_Average,P3a_Delta_Novel_similarity_centerOfMassTime,P3a_Delta_Novel_similarity_inverseTime,P3a_Delta_Novel_similarity_logAmp,P3a_Delta_Novel_similarity_logGFP,P3a_Delta_Novel_topo_topographicCorrCoeffAligned,P3a_Delta_Novel_topo_topographicCorrCoeff,P3a_Delta_Novel_topo_covariance,P3a_Delta_Novel_topo_covarianceAligned,P3a_Delta_Novel_topo_corr,P3a_Delta_Novel_topo_corrAligned,P3a_Delta_Novel_topo_topographicCorrCoeffAlignedSqrt3,P3a_Delta_Novel_topo_topographicCorrCoeffSqrt3,P3a_Delta_Novel_topo_asymetricCorr,P3a_Delta_Novel_topo_asymetricCorrAligned,P3a_Delta_Novel_topo_topographicSimilarity,P3a_Delta_Novel_topo_topographicSimilaritySqrt3,P3a_Delta_Novel_topo_topographicCorrBoundarySub,P3a_Delta_Novel_topo_topographicCorrBoundarySubSqrt3,P3a_Delta_Novel_topo_topographicSimilarity_wLinear,P3a_Delta_Novel_topo_topographicCorrBoundarySub_wLinear,P3a_Delta_Novel_topo_topographicCorrBoundarySub_wLinear2,P3a_Delta_Novel_topo_topographicSimilarity_wNormal,P3a_Delta_Novel_topo_topographicCorrBoundarySub_wNormal,P3a_Delta_Novel_topo_topographicCorrBoundarySub_wNormal2,P3a_Delta_Novel_topo_topographicSimilarityAligned,P3a_Delta_Novel_topo_topographicSimilarityAlignedSqrt3,P3a_Delta_Novel_topo_topographicCorrBoundarySubAligned,P3a_Delta_Novel_topo_topographicCorrBoundarySubAlignedSqrt3,P3a_Delta_Novel_topo_topographicSimilarityAligned_wLinear,P3a_Delta_Novel_topo_topographicCorrBoundarySubAligned_wLinear,P3a_Delta_Novel_topo_topographicCorrBoundarySubAligned_wLinear2,P3a_Delta_Novel_topo_topographicSimilarityAligned_wNormal,P3a_Delta_Novel_topo_topographicCorrBoundarySubAligned_wNormal,P3a_Delta_Novel_topo_topographicCorrBoundarySubAligned_wNormal2,P3b_Delta_Target_similarity_spatial,P3b_Delta_Target_similarity_locationLR,P3b_Delta_Target_similarity_locationPA,P3b_Delta_Target_similarity_timing,P3b_Delta_Target_similarity_amplitude,P3b_Delta_Target_matchScore,P3b_Delta_Target_attr_timeMSfromTriger,P3b_Delta_Target_attr_leftRight,P3b_Delta_Target_attr_posteriorAnterior,P3b_Delta_Target_attr_amplitude,P3b_Delta_Target_attr_logAmp,P3b_Delta_Target_attr_GFP,P3b_Delta_Target_attr_logGFP,P3b_Delta_Target_attr_CenterOfMassTimeMSfromTriger,P3b_Delta_Target_attr_CenterOfMassLR,P3b_Delta_Target_attr_CenterOfMassPA,P3b_Delta_Target_attr_inverseTimeMSfromTriger,P3b_Delta_Target_attr_tStart_peakChannel_MSfromTriger,P3b_Delta_Target_attr_tStart_Average_MSfromTriger,P3b_Delta_Target_attr_interpolatedPeakTime_MS,P3b_Delta_Target_attr_peakERPv_broudBand,P3b_Delta_Target_attr_peakERPv,P3b_Delta_Target_attr_capsuleERPv_broudBand,P3b_Delta_Target_attr_capsuleERPv,P3b_Delta_Target_similarity_GFP,P3b_Delta_Target_similarity_tStart_peakChannel,P3b_Delta_Target_similarity_tStart_Average,P3b_Delta_Target_similarity_centerOfMassTime,P3b_Delta_Target_similarity_inverseTime,P3b_Delta_Target_similarity_logAmp,P3b_Delta_Target_similarity_logGFP,P3b_Delta_Target_topo_topographicCorrCoeffAligned,P3b_Delta_Target_topo_topographicCorrCoeff,P3b_Delta_Target_topo_covariance,P3b_Delta_Target_topo_covarianceAligned,P3b_Delta_Target_topo_corr,P3b_Delta_Target_topo_corrAligned,P3b_Delta_Target_topo_topographicCorrCoeffAlignedSqrt3,P3b_Delta_Target_topo_topographicCorrCoeffSqrt3,P3b_Delta_Target_topo_asymetricCorr,P3b_Delta_Target_topo_asymetricCorrAligned,P3b_Delta_Target_topo_topographicSimilarity,P3b_Delta_Target_topo_topographicSimilaritySqrt3,P3b_Delta_Target_topo_topographicCorrBoundarySub,P3b_Delta_Target_topo_topographicCorrBoundarySubSqrt3,P3b_Delta_Target_topo_topographicSimilarity_wLinear,P3b_Delta_Target_topo_topographicCorrBoundarySub_wLinear,P3b_Delta_Target_topo_topographicCorrBoundarySub_wLinear2,P3b_Delta_Target_topo_topographicSimilarity_wNormal,P3b_Delta_Target_topo_topographicCorrBoundarySub_wNormal,P3b_Delta_Target_topo_topographicCorrBoundarySub_wNormal2,P3b_Delta_Target_topo_topographicSimilarityAligned,P3b_Delta_Target_topo_topographicSimilarityAlignedSqrt3,P3b_Delta_Target_topo_topographicCorrBoundarySubAligned,P3b_Delta_Target_topo_topographicCorrBoundarySubAlignedSqrt3,P3b_Delta_Target_topo_topographicSimilarityAligned_wLinear,P3b_Delta_Target_topo_topographicCorrBoundarySubAligned_wLinear,P3b_Delta_Target_topo_topographicCorrBoundarySubAligned_wLinear2,P3b_Delta_Target_topo_topographicSimilarityAligned_wNormal,P3b_Delta_Target_topo_topographicCorrBoundarySubAligned_wNormal,P3b_Delta_Target_topo_topographicCorrBoundarySubAligned_wNormal2,taskData.elm_id,visit,agebin,reference_agebin,taskData._id.$oid,miscatch_P3b_target,miscatch_P3a_novel
629,0.005136075328,0.1054327525,0.04871422976,0.01451534466,0.2392072008,0.4229739233,424.0,0.375,-0.45,2.547865152,0.9352558134000001,1.801636873,0.5886956256,422.9314387,0.4571437201,-0.5437918888000001,0.0023584905660000003,360.0,378.0990099,423.0,7.60898791,7.33948604,10.07496761,8.520779062999999,0.24138584300000002,0.0036225431109999998,0.0052472260759999995,0.04770470666,0.06184639785,0.06005563007999999,0.06336426445,0.3630987479,0.005929044329999999,8.756755146,536.2697009,0.019904764109999997,4.963820358,0.7134139279,0.1809929113,-0.00036733718160000004,0.5737867720000001,0.0026702343079999997,0.1387340689,7.125477693000001e-05,0.04145764817,0.002723595811,7.227917898e-05,7.259847589e-05,0.0056982741110000006,0.00016089159580000002,0.0003502591455,0.6658990453,0.8732450465,0.7795860325,0.9203535316,0.6687077039,0.7812635515999999,0.8906317758,0.7836147616,0.8457869551,0.9228934775,0.1917079655,0.2976941717,0.6439762136,0.3116055957,0.8263136718999999,0.6192981095000001,464.0,0.3125,-0.45,6.214699331,1.8269173459999999,4.282241613,1.454476614,472.2231902,0.2845304968,-0.5499111059,0.002155172414,352.0,408.7363184,464.0,7.50845234,7.03416131,11.54985609,10.64568544,0.8244401415000001,0.3116390718,0.09570150470000001,0.5170386094,0.36424657979999997,0.9242350182,0.9122910377,0.5487983792,-0.07016490207000001,-405.4761375,3171.4524,5.910403484,18.11375169,0.8187241607,-0.4124518993,-0.07675409323,0.5397802134,0.2586994793,0.6371844738,0.1722815263,0.5564330321000001,0.2644586846,0.1756288861,0.1760727219,0.46028583729999994,0.3048753253,0.29285643,0.7928423404,0.9255408925,0.8537167554999999,0.9486469215000001,0.7957817939,0.8551880432,0.9275940215999999,0.9108585018,0.9337208937,0.9668604469,562131dd83609b152d5ec4d1,1,aob_18-25,'aob_18-25',562131dd83609b152d5ec4d1,0.0,0.0
630,0.1278219096,0.6692765007,0.190985205,0.7777551866,0.9833713909,0.8828260148999999,336.0,0.1875,-0.3,11.27489265,2.422578364,7.717086954,2.043436955,340.0075958,0.1266862001,-0.1535016965,0.002976190476,244.0,275.60893849999997,336.0,10.63374839,8.158142,10.01643808,8.067138452,0.9847723018000001,0.9394938815,0.9024118172,0.8455244359,0.7691545434999999,0.9398291775,0.9402004909999999,0.5288345001,0.1869692322,2670.5199079999998,7553.451679000001,50.73549261,52.32304449,0.80867359,0.571816542,0.1129420649,0.3665266301,0.7050299056,0.8900256297,0.6736398356000001,0.8766157186,0.7119523622,0.6785859658,0.6777342370999999,0.9046810587999999,0.8274197468000001,0.7710797723,0.7270908237999999,0.8992136439,0.8229129418000001,0.9370971797,0.7318051103000001,0.8256902204000001,0.9128451101999999,0.9289178721,0.938232283,0.9691161415,0.7344189452,0.8272951479,0.8877351053,0.9991893995000001,0.2899065914,0.9555293764,380.0,0.125,-0.35,15.21248138,2.7221162339999996,10.23471802,2.325785668,384.915565,0.1219951699,-0.3050343238,0.002631578947,248.0,306.0348432,380.0,11.04032859,9.36687187,10.32378981,8.975300016,0.2926779821,0.8416954324,0.9983479453,0.9766855872,0.9907762466,0.45262110159999996,0.4338918854,0.6866981798999999,0.5672911660000001,10181.393170000001,12324.43686,58.64538659,60.58839217,0.8822438347,0.827818905,0.4546765569,0.5714093085999999,0.8208146633,0.9363000259,0.8847592733,0.9600084177,0.8243881551000001,0.8865708747,0.8865834254,0.9405814968999999,0.9387403863,0.9304537888,0.8480094277,0.9465282059000001,0.9348044133,0.9777779773999999,0.8513456976,0.9363625694,0.9681812847,0.9540819666,0.9723183665,0.9861591832,56324e58048db6162fb41d62,1,aob_18-25,'aob_18-25',,,
632,0.06576098795,0.5188761582,0.1267373474,0.42446856159999996,0.5269478383,0.6296555557,360.0,-0.125,-0.35,5.152452142,1.639472745,3.6503707000000003,1.294828724,367.95232319999997,-0.04840813777,-0.5073688501,0.002777777778,252.0,279.3819742,361.0,10.78059645,4.56768977,7.38371297,4.991649198,0.5434592389,0.8547935115999999,0.8568882918,0.47778186829999997,0.4743516133,0.556938608,0.5832985869,0.451751513,-0.08674509335000001,-580.6998488,3024.171457,9.02469742,23.99592283,0.7673023682,-0.44267157890000003,-0.0626640822,0.33739073950000004,0.2740047785,0.6495103045,0.1809514402,0.5656146913,0.2809098247,0.1844977928,0.18409550660000001,0.5156246936,0.33572277700000003,0.3101846367,0.7285560070999999,0.8998172498,0.7996558075,0.9281846143000001,0.7349288208,0.8033277874,0.9016638937,0.9164550597,0.9235883343000001,0.9617941672,0.08520695947000001,0.46180317600000004,0.1845092539,0.08226043271000001,0.8304951657999999,0.8003151026,504.0,0.25,-0.65,6.248477053999999,1.8323377630000002,4.108215745,1.412988809,487.04848939999994,0.12450015,-0.5883887209,0.001984126984,308.0,302.8,504.0,7.25849833,5.58916051,8.290809047,6.443532672999999,0.7906783643999999,0.8186587658,0.9918983829000001,0.3856148931,0.1566838633,0.9278746693000001,0.8778677331999999,0.4159220899,-0.023333505609999996,-199.0426571,3547.955429,15.43930852,21.6866461,0.7464556258,-0.285754666,-0.0213451448,0.21858442120000002,0.4120486964,0.7441312013,0.30580833539999996,0.6737256876000001,0.4357864493,0.3218140015,0.3096945363,0.8101650596,0.7026517591,0.4858342453,0.5787794343,0.8333696825,0.7317910434,0.9011471148000001,0.5978431996,0.7425208095,0.8712604047,0.8729622302,0.8979784462,0.9489892231,5622686d048db6162fb40e45,1,aob_18-25,'aob_18-25',5622686d048db6162fb40e45,0.0,0.0
633,0.42702538149999997,0.42704649479999995,0.9999505595999999,0.731179666,0.9352465759999999,0.8348847023,276.0,0.25,0.125,8.718796525,2.165481215,5.807396252999999,1.7591323209999998,283.9476497,0.24245928239999998,0.11625575199999999,0.003623188406,212.0,242.6323529,278.0,10.57692425,9.27383978,10.90200108,9.33417948,0.9133833259,0.8936866126,0.9062868412999999,0.7844752684,0.7623665416,0.9929952903,0.9845403151000001,0.6905107379000001,0.1900685816,1548.141787,5624.330536,24.59675519,33.89927975,0.8838735657,0.5749588695000001,0.126214153,0.642152485,0.6081065439,0.8472141987,0.5946045855,0.8408968998,0.6130726322,0.5980397097,0.5983986606,0.7888071545,0.7034100454000001,0.7152920858,0.8380932236,0.9428243197,0.926040498,0.9747127790000001,0.8405680890999999,0.9271142591,0.9635571295,0.9434669748000001,0.9663593590999999,0.9831796796,0.2556368089,0.46180317600000004,0.5535622581,0.5933422707,0.9991456056999999,0.36334956009999997,320.0,0.25,0.0,8.581247614,2.1495793119999997,7.653585318999999,2.035174207,320.55799249999995,0.20969381480000002,0.04786448798,0.003125,280.0,295.8181818,321.0,10.55226261,9.72227257,12.55711744,10.50080496,0.8259544473,0.9979916909000001,0.9618991098,0.47279841,0.5847248011,0.9802079033,0.772595422,0.1789848944,-0.024081787819999995,-29.48930576,219.17559930000002,2.043924636,8.109216457999999,0.5635582259,-0.2887772049,-0.06776554997,0.4221084527,0.1182216866,0.49079378020000003,0.05158063514,0.372245019,0.11948148089999999,0.05189007183,0.0524147781,0.14985935539999998,0.06398828822000001,0.1359712432,0.4690413872,0.7769690546,0.580187829,0.8340451053,0.4753774396,0.5852992835,0.7926496418000001,0.6025125412,0.662710832,0.831355416,55144c6e694f0bc90e5a89d0,1,aob_18-25,'aob_18-25',55144c6e694f0bc90e5a89d0,0.0,0.0
636,0.02620406057,0.14586680429999999,0.1796437559,0.5512513513,0.7358108629000001,0.7104267543,264.0,-0.25,0.5625,6.7755927929999995,1.91332686,4.726361756,1.5531557219999998,257.96423089999996,0.013857437880000002,0.4747589788,0.003787878788,164.0,202.9175476,265.0,13.8819855,11.02187565,12.2797045,10.8126407,0.7458494525,0.2296694421,0.3132440031,0.4361588237,0.5615876160000001,0.8449960731,0.8554303736,0.34978193590000006,-0.08056631033,-791.3678517999999,3435.755939,14.48137069,30.28950878,0.7045834844,-0.4319012805,-0.02950626997,0.18558530489999997,0.2821019048,0.6558461995,0.17465417589999999,0.5589757809,0.2905706768,0.17982785129999998,0.1777592939,0.6981030035,0.5196224538,0.353398967,0.5900496787,0.8387441924,0.6414566462,0.8624271825,0.5975504437,0.6476898574000001,0.8238449287,0.9153662840000001,0.9012310549,0.9506155274,0.8876763042,0.9999337628,0.8877351053,0.6788687964,0.9052643796,0.6905513743,328.0,0.0,-0.35,6.919084418,1.934283451,4.472353742,1.4979148340000001,318.2044012,0.21016120989999998,-0.1869888672,0.003048780488,264.0,279.2659176,326.0,13.74968307,11.07144089,13.11586942,11.23913677,0.8589424840000001,0.9663007034000001,0.8162963048999999,0.4516579837,0.6883187223,0.9805233738,0.9429719210999999,0.48048909030000003,0.1655458633,834.3455075,2421.648635,7.953572543,11.17402846,0.7832393718,0.5490848288,0.08165754982000001,0.3298673995,0.3722588606,0.7193634165999999,0.4288543288,0.7541132984000001,0.37788583719999996,0.43175690520000004,0.4355367627,0.5723671803,0.5229580413,0.6164960572,0.5229890191,0.8056829815000001,0.72282319,0.8974508897,0.5320082031000001,0.7288800873000001,0.8644400436,0.7902076114,0.8581447073,0.9290723536,56396c08048db6162fb42486,1,aob_18-25,'aob_18-25',56396c08048db6162fb42486,0.0,0.0
639,0.029664085319999995,0.07920095195,0.37454203,0.9352582631,0.9452281779,0.7718111966,280.0,-0.4375,-0.25,7.367837607999999,1.997124259,5.057947939,1.620960855,270.98994730000004,-0.14385522480000001,-0.2858801462,0.003571428571,224.0,230.4380952,282.0,14.69986093,11.56016809,15.04957916,11.72507268,0.9526317806999999,0.9789415694,0.9584960884,0.8337620458,0.962035009,0.9942541306999999,0.9959824154000001,0.3204340188,0.08213378222,448.11677180000004,1748.267938,19.06425279,23.44246455,0.6842994729999999,0.4346842862,0.03681417049,0.1689474295,0.434504945,0.7574109412000001,0.3995615116,0.7365369670999999,0.4402875229,0.4033443895,0.40174351880000003,0.7684540417,0.6674608049,0.527624905,0.5342914238,0.8114455839,0.5853882588,0.8365296444,0.5399182442,0.5901314469,0.7950657234999999,0.8828562609,0.8761615883,0.9380807941,0.9339601614,0.9951555583,0.9385067023999999,0.1545035907,0.9436676062,0.4910166052,260.0,0.0,-0.15,10.50612318,2.351958247,7.201041084,1.974225611,265.4663465,-0.07082695157999999,-0.3831686849,0.003846153846,196.0,214.53571430000002,261.0,14.88392468,10.98421561,14.05466675,10.32361463,0.9371738801999999,0.4180480457,0.225925271,0.1021000894,0.07312436981,0.8577163476,0.8487066137999999,0.44321741909999995,-0.02797561736,-306.3740096,4853.880294,4.923174805,30.01598239,0.7624398844,-0.3035707287,-0.03306133963,0.39900380609999997,0.1215159449,0.49531075259999996,0.056659047020000006,0.3840812342,0.12383716310000001,0.05715932272999999,0.057847767620000004,0.21677780859999998,0.08799981446,0.1171944224,0.7408675512999999,0.9048575018,0.7771654085999999,0.9193999744,0.7475260809000001,0.7821473095,0.8910736548,0.8805317816,0.894033396,0.947016698,556718d8262166a430abe28b,1,aob_14-19F,'aob_14-19F',556718d8262166a430abe28b,0.0,0.0
641,0.002339553007,0.9810086114,0.0023848445160000002,0.052024647410000006,0.5074063095,0.4387823211,400.0,0.0,-0.8,3.2330029419999997,1.173411409,2.964182147,1.086601159,408.02844960000004,0.034261556299999996,-0.8162588433,0.0025,352.0,366.3561644,402.0,5.85626603,6.4757664,6.979313791,6.269007267999999,0.6313364086,0.008958464479,0.02083999626,0.2050094848,0.1315483569,0.2876044555,0.5538915965,0.45867122039999997,0.0,0.0,132.6570483,0.0,7.554209096,0.7712002535,0.0,0.0,0.7107267128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891076124,0.8832744793999999,0.8177010721,0.9351146387999999,0.6916884676999999,0.8194689999,0.9097344999,0.8160732412999999,0.8775646422,0.9387823211,0.07114724101,0.9951555583,0.07149358753,0.8914004335,0.4425014544,0.7111390191,408.0,0.0,-0.8,2.818721231,1.036283318,1.9821052369999999,0.6841595309,403.9583287,-0.09956779997000001,-0.6931745757,0.002450980392,296.0,330.9814815,408.0,5.80222996,4.97343164,6.126537128,5.185459133999999,0.4376559925,0.8453185547,0.8354720577,0.9920961454,0.8580847520999999,0.2107518392,0.1897818459,0.4990698007,-0.1647628126,-520.1979705,1575.689887,5.781021742999999,6.443926022,0.7932080207,-0.5482177156,-0.1784192561,0.4241210535,0.5322049171000001,0.8103879243000001,0.3541147273,0.7074808078,0.5383304405,0.3579358234,0.3576380713,0.6745353359999999,0.5491884779999999,0.5130602168,0.5932323501,0.8402495243000001,0.7487332862999999,0.9080485034,0.5970736538,0.7513307426000001,0.8756653713,0.8053891018000001,0.8730895602,0.9365447801000001,562fe5c6048db6162fb41b59,1,aob_14-19F,"'aob_12-16F', 'aob_14-19F'",562fe5c6048db6162fb41b59,0.0,0.0
643,0.75108378,0.9261712139,0.8109556512999999,0.9840391258,0.8936553222,0.9120374336,288.0,0.125,-0.05,11.40613914,2.4341517319999997,7.768710715,2.050104219,291.95285889999997,0.1360145828,-0.1357411626,0.003472222222,228.0,251.590106,286.0,11.17354312,7.73457606,11.81344752,8.252129267,0.8704235386,0.9571845871,0.9826399235,0.9719754737,0.9959289396,0.7971931108,0.7765553714,0.5145736911,0.42176159399999996,3092.855436,3773.463635,39.74517173,42.71321569,0.8013382243000001,0.7499327904,0.297547259,0.387625602,0.7150388709000001,0.8942176078,0.7497515984,0.9084599795999999,0.7194919556999999,0.7528887031,0.7528670633,0.9176903524,0.8926984746,0.8719697970999999,0.7684357167,0.9159445457,0.8280603545999999,0.9390470025,0.7720870133,0.8304251831,0.9152125916,0.9401941084000001,0.9313763925,0.9656881962,0.5926832597,0.5995854826,0.9884883420999999,0.3695056593,0.6085773529,0.5750849386,292.0,0.25,-0.2,13.62431549,2.6118561000000002,9.329493587,2.233180735,289.21789049999995,0.07555058166,-0.22955062199999998,0.003424657534,220.0,235.2483221,291.0,13.59345914,11.26774206,14.14018451,10.28161351,0.5874628282,0.6881271342,0.4232155854,0.2169157535,0.3110687489,0.5992007989,0.5739812972,0.4836395513,-0.0721296687,-1018.7977390000001,6831.181818000001,13.23227198,36.93312272,0.7849474865999999,-0.4162663572,-0.07891843484,0.42947559799999996,0.2601267556,0.6383541333,0.1654329974,0.5489600154,0.2661411454,0.16798283,0.16884633829999998,0.4151264492,0.23773939079999998,0.2615343869,0.7260501751999999,0.8987844393000001,0.7999339740000001,0.9282922272,0.7312771304000001,0.8035033423000001,0.9017516711,0.8935556668000001,0.9124304865,0.9562152432,55d4718b32991e86075a0c27,1,aob_14-19F,"'aob_14-19F', 'aob_18-25'",55d4718b32991e86075a0c27,0.0,0.0
647,0.9650491181,0.9952179602,0.969686196,0.9999747642,0.8685964515000001,0.9245019231,296.0,0.0625,0.1875,11.68837147,2.458594456,7.92562233,2.070100844,297.71464219999996,0.03315757946,0.058299956570000006,0.003378378378,220.0,249.26153849999997,296.0,12.24506632,10.10766279,9.522522877,7.89613005,0.8474536141,0.9932021826,0.9909965966,0.9904922808,0.9958215520999999,0.7733621566,0.7556895887999999,0.6286992492,0.5713461143999999,3285.75955,3615.5922130000004,36.87810597,35.94419183,0.8566714901000001,0.8297866168000001,0.5867500034,0.6442349712,0.8525965312,0.9482318101999999,0.8770461301000001,0.957210555,0.8543303685,0.8779176766,0.8779783186,0.9393044779999999,0.919642533,0.9254456721,0.8310050763,0.9401588219,0.8764537433,0.9569949956,0.83272443,0.8774727829000001,0.9387363915000001,0.9153572273999999,0.9293613132999999,0.9646806566,0.3297352332,0.9841161193000001,0.3350572425,0.5550206307,0.6507660181,0.6498325895,312.0,0.0625,0.125,13.29310375,2.587245385,9.047501593,2.202488653,334.8391688,0.022012297519999998,-0.0034553746340000003,0.003205128205,232.0,269.368984,314.0,13.63776355,10.56949295,10.70523947,9.190399988,0.641354141,0.8165997047,0.8198520776999999,0.6046693875,0.5448371214,0.6255017311,0.6085233485,0.6419022523,-0.10922512220000001,-1487.337941,8740.897287,15.16951757,37.92780574,0.8626268395000001,-0.47801425329999997,-0.12286208289999999,0.7026435412,0.3348630572,0.6944203072,0.2333970059,0.615694244,0.3418030298,0.2378752516,0.23630145260000002,0.5529407705,0.35873348159999996,0.3174870663,0.8372462025,0.94250659,0.9025090818000001,0.9663857712999999,0.840837391,0.9045612381999999,0.9522806191,0.9162433069,0.9409316973999999,0.9704658487000001,55c8d6c85de8844106163dad,1,aob_14-19F,'aob_14-19F',,,
649,0.01165687324,0.01336054615,0.8724847853000001,0.7777551866,0.4472878156,0.6614060052,336.0,0.5,0.25,4.516702119,1.507782108,2.9043298039999996,1.066202659,345.4730312,0.2965218948,-0.1465504561,0.002976190476,268.0,300.4244898,336.0,9.92016626,8.82202923,10.15265033,9.210540421000001,0.407963326,0.6223631074,0.5292841371,0.780666671,0.7691545434999999,0.41672089729999995,0.34310764759999995,0.4243738852,-0.06231560494,-292.02933110000004,1988.741375,11.02328367,14.47262398,0.7514779067,-0.39645959999999997,-0.04211882275000001,0.2328239471,0.4030818842,0.7386937537,0.290396854,0.6622123904,0.40849567229999995,0.2931882745,0.2930697868,0.6444388222999999,0.43508547670000003,0.3634427736,0.5292118683,0.8088658966,0.6044475799,0.8455115559999999,0.5372781777000001,0.6121183752,0.8060591876000001,0.8786207218000001,0.8877265337000001,0.9438632668000001,0.9825612740999999,0.9999337628,0.9826263606,0.8368015028,0.3344679656,0.6678998744,344.0,0.0,-0.2,2.674065632,0.9836000228,1.786098731,0.5800337614,350.5661868,0.1493385236,-0.2338512221,0.002906976744,288.0,312.9708738,346.0,10.33390255,8.76168399,10.56365567,9.181076496000001,0.3058290119,0.9747780237,0.9957140199,0.7522539951999999,0.8661464084,0.14733310019999998,0.09799225671,0.2932972143,0.2083409746,251.32088309999997,353.80325469999997,2.698477752,2.87172719,0.6644097231,0.5928227985,0.3561032118,0.5260428334,0.5170520077,0.8026226468000001,0.5539848862,0.8212952393999999,0.5217038197,0.5571031878,0.5586971468999999,0.62245162,0.6148507381,0.689375257,0.5502481197,0.819444458,0.6447713075,0.8639101323999999,0.5555876015,0.6483863558,0.8241931779,0.6711746312000001,0.7209490107,0.8604745053,56326f2c048db6162fb41dbc,1,aob_18-25,'aob_18-25',56326f2c048db6162fb41dbc,0.0,1.0
650,0.1626041412,0.7906641379000001,0.20565513649999997,0.7531029418999999,0.94937982,0.7437540056,328.0,0.1875,-0.35,10.648787599999999,2.365446045,7.347957794,1.994422423,334.75881380000004,0.05107811944,-0.33727864420000003,0.003048780488,220.0,257.46902650000004,329.0,10.31626336,9.00968761,10.72059331,9.220847915,0.9243293872,0.9932021826,0.9500605698000001,0.8798276208,0.747019255,0.8593668797,0.8316178934999999,0.4235754215,-0.1075202699,-912.7386552000002,3595.7281450000005,27.09505197,44.64566613,0.7510063064,-0.4755141541,-0.08414244801000001,0.28440964,0.4251762804,0.7519512334999999,0.3010682581,0.6702265945,0.4330922004,0.3055822539,0.3047775158,0.7579799356999999,0.5686440174,0.4715154803,0.7005809872,0.8881495818999999,0.7620588884,0.9134038636,0.7067617465,0.7655771748000001,0.8827885874,0.9269653205,0.9188639937,0.9594319969,0.4446699075,0.6482813127,0.6859212178,0.9177535379999999,0.4357726925,0.8516252368,404.0,-0.1875,-0.45,15.01341012,2.70894381,9.914834511,2.2940320709999997,409.64890269999995,-0.09598549254000001,-0.4645939683,0.002475247525,276.0,320.2528736,405.0,10.63569565,9.15635695,9.699121423,8.504001802000001,0.47741422990000004,0.9802698906999999,0.9284109875,0.9763191675,0.8847819459,0.496599203,0.5062990589,0.6188752786999999,0.386019331,5688.3494630000005,9119.695768000001,39.93246849,40.65556269,0.8521859668999999,0.7281200964,0.3830549293,0.6002484,0.7637648801000001,0.9140849562000001,0.7333901348,0.9018030253,0.7686559639,0.7364416661,0.736724424,0.8348663306,0.7706506444,0.7885932613,0.7775950783,0.9195693788,0.8745515859999999,0.9563021758,0.7814459708,0.8763880584,0.9381940292000001,0.9029251967,0.9325998292000001,0.9662999146,55f49ad532991e86075a23b1,1,aob_14-19F,'aob_14-19F',55f49ad532991e86075a23b1,0.0,0.0
