iter	Logloss
577	0.2078525556
578	0.2075007451
579	0.2070837803
580	0.2068564914
581	0.2064715577
582	0.206033064
583	0.2056742234
584	0.2054073943
585	0.2052286734
586	0.2050250986
587	0.2048028336
588	0.204470757
589	0.2042977162
590	0.2039847278
591	0.203734865
592	0.2034093298
593	0.2031319286
594	0.2029267086
595	0.2027659265
596	0.202461976
597	0.2023456185
598	0.2021417315
599	0.2018038631
600	0.2015551512
601	0.2011068171
602	0.2008047375
603	0.2005438227
604	0.2002605389
605	0.1999758791
606	0.1997599082
607	0.1994740729
608	0.1992575389
609	0.1990300237
610	0.1987821844
611	0.1985429748
612	0.1980670336
613	0.1978255676
614	0.1976807302
615	0.1974655325
616	0.1972863141
617	0.1971768776
618	0.1967588266
619	0.1965446308
620	0.1963110036
621	0.1960380839
622	0.1957491693
623	0.1954825163
624	0.1951689206
625	0.1949490871
626	0.1945573425
627	0.1943034348
628	0.1940710027
629	0.1938252151
630	0.1936830955
631	0.1934508895
632	0.1930227852
633	0.1928062889
634	0.192633895
635	0.1923461314
636	0.1921902752
637	0.192034492
638	0.1918442731
639	0.1915860544
640	0.1913757586
641	0.1910024785
642	0.190735681
643	0.1906584948
644	0.1904344681
645	0.1903093194
646	0.1901999934
647	0.1899982704
648	0.1896770097
649	0.1893042058
650	0.189066726
651	0.1888394143
652	0.1883963249
653	0.188182402
654	0.1878363023
655	0.1875242472
656	0.1872946891
657	0.1869463383
658	0.1866586724
659	0.1865048376
660	0.1862295567
661	0.1860476109
662	0.1857704613
663	0.1855148656
664	0.1853646681
665	0.1851457658
666	0.1848836088
667	0.1847048419
668	0.1844729822
669	0.1842454986
670	0.1840883587
671	0.1838348379
672	0.1835411906
673	0.1833721364
674	0.1832145042
675	0.182974165
676	0.1826540426
677	0.1824546214
678	0.1823811346
679	0.1821570391
680	0.1819739094
681	0.181729915
682	0.1814860061
683	0.1813397522
684	0.1810510518
685	0.1809190267
686	0.1807601837
687	0.180416565
688	0.1801288687
689	0.1799227539
690	0.1796263376
691	0.1793795623
692	0.1792601348
693	0.1790449278
694	0.1789169087
695	0.1787276058
696	0.178509703
697	0.1782382116
698	0.1780628045
699	0.1778122194
700	0.1775713578
701	0.1772326235
702	0.1770842236
703	0.1769481454
704	0.1768203132
705	0.1767550261
706	0.1765699744
707	0.1762730736
708	0.1760592257
709	0.1757379212
710	0.1755968852
711	0.1752571602
712	0.1751506299
713	0.1747715433
714	0.1744692002
715	0.1742301551
716	0.1740980207
717	0.1739823518
718	0.1737917307
719	0.1734690679
720	0.1732460285
721	0.1730368325
722	0.1729054957
723	0.1726646065
724	0.1725579503
725	0.1722718949
726	0.1720975888
727	0.1718954588
728	0.1717028894
729	0.1714296229
730	0.17134818
731	0.1711167249
732	0.1708843031
733	0.1706242421
734	0.170431549
735	0.1703260863
736	0.1700430321
737	0.1698509628
738	0.1697678492
739	0.1696125613
740	0.1694360319
741	0.1693021437
742	0.1691361257
743	0.1690126389
744	0.1688978203
745	0.168668729
746	0.1686041241
747	0.1684491233
748	0.1682655857
749	0.168041314
750	0.1679741047
751	0.1678266771
752	0.1675835593
753	0.1674188032
754	0.167206176
755	0.1671227425
756	0.166922813
757	0.1668077827
758	0.1666670564
759	0.1665192024
760	0.1663410812
761	0.1660487341
762	0.1659340809
763	0.1656625893
764	0.1655476867
765	0.1653439948
766	0.1651500605
767	0.164921355
768	0.164768969
769	0.1645299392
770	0.16441772
771	0.164252034
772	0.1640131262
773	0.1637965329
774	0.1636244329
775	0.1634117562
776	0.1633059452
777	0.1631449674
778	0.1629044412
779	0.1628214148
780	0.1626389241
781	0.162293245
782	0.1621060926
783	0.1617960736
784	0.1614392846
785	0.1612843163
786	0.1611246633
787	0.1609624344
788	0.1608052712
789	0.1607025419
790	0.1606428243
791	0.1605097707
792	0.1602959267
793	0.1600060663
794	0.15989731
795	0.1597466073
796	0.159581438
797	0.1594166138
798	0.1592913358
799	0.1591108874
800	0.158982645
801	0.1588426773
802	0.1586314792
803	0.1584434696
804	0.1582286158
805	0.1581166178
806	0.1579876421
807	0.1579247237
808	0.157742786
809	0.1575388977
810	0.1573556675
811	0.1572854639
812	0.1571499657
813	0.1569806879
814	0.1567742453
815	0.1565762768
816	0.1563985624
817	0.1561423217
818	0.1558761631
819	0.1556580704
820	0.1554907414
821	0.1553001937
822	0.1551420256
823	0.1549730265
824	0.1549104713
825	0.1547773606
826	0.1545739799
827	0.1543883795
828	0.1542230003
829	0.1540824364
830	0.1540482755
831	0.153918469
832	0.1537626869
833	0.1535779073
834	0.1533420376
835	0.153223551
836	0.1531624469
837	0.1529768206
838	0.1528511116
839	0.1526399068
840	0.1524400464
841	0.1522929239
842	0.1521149806
843	0.1519062034
844	0.1517365678
845	0.151619042
846	0.1515310446
847	0.1513719466
848	0.1512660459
849	0.1511362876
850	0.1510199634
851	0.1509199436
852	0.1507786233
853	0.1505830189
854	0.1504410063
855	0.1502512202
856	0.1500049643
857	0.1498753733
858	0.1497426022
859	0.1496842822
860	0.1495738522
861	0.1493760441
862	0.1493050347
863	0.1490841908
864	0.1489445743
865	0.1488487287
866	0.1486755999
867	0.1485646026
868	0.1484088254
869	0.148304817
870	0.1481711073
871	0.1480940412
872	0.1479500464
873	0.1478225734
874	0.147661819
875	0.1475295923
876	0.1473953792
877	0.1471600223
878	0.1470026272
879	0.1468640237
880	0.1466043246
881	0.1464819348
882	0.1463915931
883	0.1462120538
884	0.145998936
885	0.1457928919
886	0.1456001857
887	0.1454678396
888	0.1452599303
889	0.1451847814
890	0.1450576989
891	0.1449597436
892	0.1448175428
893	0.1446919951
894	0.1445454567
895	0.1442912813
896	0.1441284753
897	0.1440125149
898	0.1437829999
899	0.1435546433
900	0.1433994097
901	0.1431920364
902	0.1430377288
903	0.1428520604
904	0.1426868045
905	0.1424983451
906	0.1423353541
907	0.1420618231
908	0.1418586274
909	0.1417211892
910	0.1416734814
911	0.1416042177
912	0.1415056302
913	0.141440657
914	0.1413266906
915	0.1411976712
916	0.1411007259
917	0.1409323709
918	0.1406279119
919	0.1404410205
920	0.1402652321
921	0.1401145327
922	0.1400064915
923	0.1398351635
924	0.1396804935
925	0.1395370329
926	0.1394075921
927	0.1392790702
928	0.1391275191
929	0.1390102358
930	0.1388067705
931	0.1387134271
932	0.1386528208
933	0.1385083566
934	0.1383050341
935	0.1381797471
936	0.1381139922
937	0.1379328965
938	0.1378174024
939	0.1376752227
940	0.1374809734
941	0.137365487
942	0.1372080585
943	0.1370577413
944	0.1368114206
945	0.1367057001
946	0.1366275196
947	0.1364709291
948	0.1362852359
949	0.1360970781
950	0.1358782968
951	0.135648049
952	0.1354992868
953	0.1354249682
954	0.1353072924
955	0.1351152486
956	0.1349522344
957	0.134836131
958	0.1346701749
959	0.1344694493
960	0.1342749921
961	0.1341256969
962	0.134029484
963	0.1338201258
964	0.1336915896
965	0.1335403868
966	0.1334745136
967	0.1333091527
968	0.1331686924
969	0.1329865288
970	0.1327866456
971	0.1325809227
972	0.132563444
973	0.1324650638
974	0.1323775331
975	0.1321550657
976	0.1320063125
977	0.1318721972
978	0.1317043367
979	0.1316027063
980	0.1315611778
981	0.1314216349
982	0.1312752291
983	0.1310912549
984	0.1309613445
985	0.1308760622
986	0.1307662213
987	0.1306714811
988	0.1305604064
989	0.1304752794
990	0.1303895329
991	0.1303003438
992	0.1301570253
993	0.1299785377
994	0.1299226917
995	0.1297468986
996	0.1295818389
997	0.1295530641
998	0.129382235
999	0.1291853266
